Player_Name,Year,Matches_Batted,Runs_Scored,Batting_Average,Batting_Strike_Rate,Balls_Faced,Matches_Bowled,Balls_Bowled,Wickets_Taken,Bowling_Average,Economy_Rate,Batsman_Dominance,Bowler_Dominance,Rolling_Avg_Runs,Batsman_Type_Anchor,Bowler_Type_Spin,is_train
Aaron Hardie,,,-0.7924001342069341,-1.0301854487286306,-1.5979947255596063,-0.820724020998411,,,-0.734369024851036,-0.8002964182326058,-1.204097596452873,-0.6337489878917201,-0.3812793640821022,-0.9292146982483948,True,True,False
Abdul Samad,2024.0,16,0.2621865713998104,0.07665258842464914,1.1455108624567005,0.06944644479321226,16,0,-0.734369024851036,-0.8002964182326058,-1.204097596452873,2.054545615944731,-0.3812793640821022,0.18700417171529685,False,True,False
Abdul Samad,2023.0,9,0.18685894957075722,1.539259994662912,0.5514536650515555,0.23429282734721657,9,0,-0.734369024851036,-0.8002964182326058,-1.204097596452873,1.4724433723297765,-0.3812793640821022,0.14713921207373643,True,True,True
Abdul Samad,2022.0,2,-0.7692224044133793,-0.9085548951953032,-0.6677555296229118,-0.7630277871045095,2,6,-0.734369024851036,-0.8002964182326058,0.4735623873051754,-0.6337375940487361,-0.3812793640821022,-0.20346799708152571,True,True,True
Abdul Samad,2021.0,11,-0.14921813243578771,-0.2803330861956669,0.47900766536800116,-0.10364225688849227,11,6,-0.5834220474754559,-0.4240943888845131,0.6832698852749315,-0.6337263747620688,-0.3812748689553034,-0.2147119600573504,True,False,True
Abdul Samad,2020.0,12,-0.14921813243578771,0.31991369549130405,1.1819780622974108,-0.284973277697897,12,42,-0.5834220474754559,3.212525228147049,1.6709922007124827,-0.6337291191239596,-0.3812527333970428,-0.22145833784284522,False,False,True
Abhinandan Singh,,,-0.7924001342069341,-1.0301854487286306,-1.5979947255596063,-0.820724020998411,,,-0.734369024851036,-0.8002964182326058,-1.204097596452873,-0.6337489878917201,-0.3812793640821022,-0.9292146982483948,True,True,False
Abhinav Manohar,2024.0,2,-0.7402502421714358,-0.756516703278644,-0.6822447295596227,-0.6888469149552076,2,0,-0.734369024851036,-0.8002964182326058,-1.204097596452873,0.2635722289715624,-0.3812793640821022,-0.8740170618216188,True,True,False
Abhinav Manohar,2023.0,9,-0.1318348350906216,0.12530480983798017,0.6380632646732427,-0.13661153339929313,9,0,-0.734369024851036,-0.8002964182326058,-1.204097596452873,1.557310018973557,-0.3812793640821022,-0.5520308493320923,True,True,True
Abhinav Manohar,2022.0,8,-0.16660142978095385,0.06448953307131644,0.746325264200352,-0.20255008642089486,8,0,-0.734369024851036,-0.8002964182326058,-1.204097596452873,1.663393327278283,-0.3812793640821022,-0.456968253263756,False,True,True
Abhishek Sharma,2024.0,16,2.0121051708131996,0.932323532531608,1.7267068599180235,1.13270561226654,16,42,-0.4324750700998759,0.26560933158699,0.3246700637466486,-0.6337042999660473,-0.3812744977033697,2.0391915273693346,False,True,False
Abhishek Sharma,2023.0,11,0.5171415991289134,0.219568488826309,0.7455112642039073,0.4733200820505228,11,72,-0.4324750700998759,1.7913175617209214,0.962180857574707,-0.6337267582453825,-0.38126078416439196,1.2480254052522124,False,False,True
Abhishek Sharma,2022.0,14,1.6760280888066548,0.8204234232809466,0.5693616649733328,1.816818099865658,14,24,-0.734369024851036,-0.8002964182326058,0.7881236342598095,-0.633726632969402,-0.3812793640821022,1.3931747454855865,True,False,True
Abhishek Sharma,2021.0,8,-0.2245457542648409,-0.037071979129012084,0.529150065148978,-0.20255008642089486,8,60,-0.13058111534871597,-0.13149281050266332,0.13803039055356578,-0.6337164206255292,-0.38127333019507365,0.9628376170472034,True,True,True
Abhishek Sharma,2020.0,8,-0.380995430371336,-0.16660851864200577,0.4659836654248903,-0.35915414984719896,8,60,-0.4324750700998759,1.101613841249418,0.7042406350719069,-0.6337267634944059,-0.38125963140405467,0.6715167581281081,True,False,True
Abhishek Sharma,2019.0,3,-0.7402502421714358,-0.756516703278644,0.030005267329253578,-0.7465431488491091,3,12,-0.5834220474754559,0.07750831691294371,0.9978311322295655,-0.6337337952962317,-0.38125062564365286,0.4139277881364869,True,False,True
Abhishek Sharma,2018.0,3,-0.4273508899584456,2.8011769875711843,1.5098572608652274,-0.5487274897843039,3,0,-0.734369024851036,-0.8002964182326058,-1.204097596452873,2.411559817427402,-0.3812793640821022,0.2772479265082798,False,True,True
